,MJD,DM,DMError,Flux,FluxError,Width,PeakFrequency,PeakFrequencyError,BandWidth,BandWidthError,Fluence,FluenceError,Energy,RM,RMErrorLeft,RMErrorRight,Linear,LinearError,Circular,CircularError
166,59880.51438,220.34,0.14,40.6,0.4,4.07,1023.2,4.8,127.7,9.4,0.165,0.002,11.93,-1.9,2.9,2.8,99.2,6.1,-0.4,4.3
167,59880.51439,220.2,0.17,28.5,0.3,2.28,1027.2,7.1,108.6,15.7,0.065,0.001,4.68,-17.7,9.6,9.5,79.2,11.6,-19.5,9.3
168,59880.51453,221.76,3.61,48.1,0.5,1.86,1487.5,10.9,130.7,18.5,0.09,0.001,6.46,-2.3,8.9,9.2,80.6,5.5,7.3,4.3
169,59880.51468,225.65,2.55,37.3,0.4,1.31,1469.6,27.1,194.7,52.9,0.049,0.001,3.52,34.5,26.9,29,75.9,11.6,0.1,9.3
170,59880.51468,220.48,2.1,23.1,0.2,1.2,1480.9,36.2,138.3,65.8,0.028,0,1.99,26.5,88.3,94.1,62.1,18.8,-31.9,16.8
171,59880.51473,219.04,4.67,52.7,0.6,0.78,1526.8,108.9,356.7,157.4,0.041,0,2.98,-9.5,14.2,12.7,72.6,11.3,-1.1,9.2
172,59880.51473,219.94,0.23,25.6,0.3,2.92,1007.8,21.9,156.4,34.6,0.075,0.001,5.4,-9.7,13.7,13.6,63.6,10.5,-8.9,8.9
173,59880.51483,223.07,0.07,210.7,2.2,3.8,1239.2,5.2,504.1,207.8,0.8,0.008,57.7,-2.1,0.3,0.3,98.1,1.2,11.6,0.8
174,59880.51498,221.3,3.78,124.8,1.3,6.15,1434.9,11.2,326.2,29.9,0.767,0.008,55.32,-0.9,0.5,0.6,99.3,1.1,0,0.8
175,59880.51499,218.43,4.01,36.9,0.4,2.33,1476.5,5.9,99.1,12.1,0.086,0.001,6.18,-10.9,12.2,12.4,92.2,7,0.7,5.2
176,59880.51516,221.78,0.48,247.4,2.6,4.79,1230,2.5,253,14.6,1.185,0.012,85.47,-0.7,0.2,0.2,100.3,0.8,-2,0.6
177,59880.51516,221.45,1.99,47.7,0.5,2.99,1469.9,7.3,138.3,14.9,0.143,0.002,10.3,8.7,4.9,4.7,90.8,4.3,-11.7,3.2
178,59880.51518,219.59,3.39,30.2,0.3,3.1,1167.3,6.6,338.5,40.8,0.094,0.001,6.75,-5.7,4.2,3.3,80.9,7.3,3,5.7
179,59880.51519,225.16,0.17,295,3.1,10.38,1450.4,11.4,277.2,24.8,3.062,0.032,220.88,1.3,0.2,0.2,96.6,0.4,-10.4,0.3
180,59880.51531,218.51,4.05,36.3,0.4,1.96,1465.4,7.6,122,16.8,0.071,0.001,5.12,-11.7,11.6,12.5,103.6,9.9,0.4,6.9
181,59880.51578,225.91,1.11,52.7,0.6,3.77,1402.7,7.6,250.8,23.5,0.199,0.002,14.34,-2.3,1.8,1.7,99.8,3.4,-3.2,2.4
182,59880.51599,219.89,0.17,36.2,0.4,5.32,1038.2,9.2,197,19.4,0.193,0.002,13.91,4.3,2.3,2.4,87.7,5.3,10.2,4
183,59880.51623,223.54,1.18,61.8,0.6,4.13,1483.7,12.3,199.6,21.4,0.255,0.003,18.39,11.5,2.2,2.5,93.5,2.4,24.5,1.8
184,59880.51635,221.71,0.38,77.8,0.8,6.99,1114.5,4.1,228.5,13.3,0.544,0.006,39.24,-1.1,0.6,0.6,98,2.1,-1.3,1.5
185,59880.51646,218.42,0.38,28.2,0.3,2.05,1066.1,9.8,128.8,27,0.058,0.001,4.17,-8.7,7.4,7.3,62.3,16.2,1.2,13.8
186,59880.5165,220.22,0.24,27.7,0.3,2.52,1011.4,4.5,41.9,9.1,0.07,0.001,5.03,-30.1,10,9.3,104.9,12.9,-10.6,9
187,59880.5165,219.18,0.11,77.5,0.8,5.02,1007.2,8.8,175.1,13.9,0.389,0.004,28.09,3.3,1,1,97.6,2.4,-2.7,1.7
188,59880.51685,221.55,0.22,60.3,0.6,4.98,1066.7,8.2,213.4,21.8,0.3,0.003,21.65,-2.9,1.3,1.3,84.2,3,-20.8,2.4
189,59880.51704,221.56,3.29,36.1,0.4,2.96,1493.8,44.5,283,73.3,0.107,0.001,7.71,-18.7,8.6,8.6,68.2,6.5,20,5.5
190,59880.51718,221.45,0.23,40.2,0.4,2.11,1102.7,5,158.3,14.8,0.085,0.001,6.13,-0.9,2,2.3,77.6,6.6,33,5.4
191,59880.51724,225.74,0.63,106.4,1.1,10.86,1326,4.5,330.7,28.2,1.155,0.012,83.34,5.3,0.3,0.3,98.4,0.8,-11.7,0.6
192,59880.51741,220.65,5.33,25.7,0.3,0.63,1474.3,99.6,186,192.1,0.016,0,1.17,-122.1,136.7,167,97.9,33.7,19.4,24.6
193,59880.51764,221.16,0.64,22.1,0.2,0.65,1025.8,6.6,55.5,16.9,0.014,0,1.04,-9.1,26.3,37.4,52.9,23.1,1.8,20.4
194,59880.51767,225.96,0.68,170.3,1.8,7.54,1221.7,2.8,244.9,14.4,1.285,0.013,92.71,0.1,0.3,0.3,98.3,1,-8.6,0.7
195,59882.52785,220.15,0.18,25.5,0.3,2.77,1019.7,4.5,74.8,10,0.071,0.001,5.1,-8.7,10.3,10.2,79.3,11.6,2.4,9.1
196,59882.52805,222.78,1.37,26.6,0.3,1.74,1385.8,18.2,315.6,69.9,0.046,0.001,3.35,-9.3,12.8,14.5,100.5,19.4,-5.3,13.7
197,59882.52819,223.45,1.62,74.2,0.9,5.45,1477.1,14.2,243.1,26.3,0.404,0.005,29.16,3.7,1.5,1.5,101.7,2.1,4.7,1.4
198,59882.52823,223.5,0.98,24.2,0.3,2.73,1242.8,10.2,240.9,56.3,0.066,0.001,4.77,-9.7,3.4,2.9,93.3,9.2,-5.6,6.7
199,59882.52824,219.84,0.26,58.2,0.7,1.58,1001.1,11.7,71.4,15.4,0.092,0.001,6.64,-24.5,11.5,12.9,62.7,11.3,15.5,9.7
200,59882.52832,219.87,6.09,300.9,3.8,4.95,1449.2,4,210.3,9.2,1.49,0.019,107.52,1.9,0.5,0.5,98.3,0.6,-2.5,0.4
201,59882.52848,221.5,0.33,302.8,3.8,2.46,1283.4,3.5,348.3,39.5,0.745,0.009,53.74,1.5,0.3,0.3,99.8,1.1,-6.4,0.8
202,59882.52873,224.35,0.53,27,0.3,4.26,1250.1,25.5,821.6,3366,0.115,0.001,8.29,5.3,3.1,3.2,76.3,7.8,-31.4,6.5
203,59882.52873,224.38,0.21,130.4,1.6,6.05,1119.5,4.2,275.3,15.3,0.789,0.01,56.92,-0.3,0.3,0.4,99.1,1.2,4,0.9
204,59882.52874,224.47,0.27,49.7,0.6,6.15,1240.4,7,389,131.2,0.306,0.004,22.05,9.7,0.9,1.2,97,3.7,-3.4,2.7
205,59882.529,218.98,0.36,30.1,0.4,0.94,1030.5,14,123.8,29.8,0.028,0,2.04,16.3,19.3,19.2,154.7,34.8,20.7,19.3
206,59882.52906,222.25,2.8,128.2,1.6,3.31,1364.2,5.9,284.2,24,0.424,0.005,30.57,-2.5,0.7,0.6,88.5,1.5,-32.8,1.2
207,59882.52923,221.23,0.28,53.5,0.7,4.86,1154.6,5.1,226.8,18,0.26,0.003,18.78,0.5,0.9,0.9,94.8,3.6,3.6,2.6
208,59882.5296,223.17,0.61,31,0.4,2.39,1462.4,11,177.4,23.4,0.074,0.001,5.35,-6.3,8,8,84.9,7.1,1.1,5.4
209,59882.52967,220.23,0.08,192.4,2.4,6.47,1027.8,4.4,214.8,8.5,1.244,0.016,89.76,0.9,0.3,0.3,99.9,0.8,-5.4,0.5
210,59882.52974,223.5,0.28,141.4,1.8,5.52,1419.8,5.4,252.6,15.4,0.78,0.01,56.28,0.9,0.5,0.5,98.8,0.9,-2.7,0.6
211,59882.52982,224.22,0.3,220.4,2.8,3.97,1357.5,4.2,277.2,17,0.874,0.011,63.05,0.7,0.4,0.4,98.7,0.9,4.7,0.7
212,59882.52985,222.88,3.29,56.5,0.7,3.42,1431.5,15.5,322.9,42.7,0.193,0.002,13.94,5.1,2.2,2.2,103.7,4.5,3.9,3.1
213,59882.52991,223.12,1.03,77,1,11.77,1319.3,6,295.2,32.6,0.907,0.011,65.4,-1.7,0.6,0.5,97.3,1.5,-7.3,1.1
214,59882.53028,221.57,1.72,34.2,0.4,2.84,1439.7,10.8,219.4,27,0.097,0.001,7.03,-13.5,5,4.6,96,7.2,0.4,5.2
215,59882.5313,226.43,3.27,27.1,0.3,1.27,1480.3,85.8,280.8,155.7,0.034,0,2.49,-5.7,35.8,35.1,83.7,19.9,-19.8,15.6
216,59882.53134,220.02,0.08,387.2,4.8,13.11,1075.1,3.9,311.2,10.9,5.077,0.063,366.28,0.7,0.1,0.1,99.1,0.2,6.1,0.2
217,59882.53147,219.99,0.09,517.8,6.5,6.36,1008.9,6.3,256.8,10.2,3.294,0.041,237.63,0.1,0.1,0.1,98.4,0.4,-14.8,0.3
218,59882.53147,219.77,0.11,46.3,0.6,3.26,995,33.8,224.9,49.4,0.151,0.002,10.86,-2.5,2.1,2.2,93,5.1,-9,3.8
219,59882.53171,221.8,0.18,627.5,7.8,6.96,1184.9,5.2,515.8,102,4.365,0.055,314.89,-0.7,0.1,0.1,96.2,0.3,19.1,0.2
220,59882.53177,223.9,1.18,21,0.3,1.03,1318.3,13.9,247.6,58.5,0.022,0,1.57,-4.7,6.6,6.4,110.3,14.4,-7.9,9.7
221,59882.53228,219.97,0.11,73,0.9,5.22,1017.5,2,78,3.8,0.381,0.005,27.49,-1.1,2.5,2.5,100,3.1,2.3,2.2
222,59882.53257,221.38,1.72,24.2,0.3,0.71,1543.9,148.4,312.2,182.9,0.017,0,1.24,-31.3,21.8,18.5,60.9,14.1,17.7,12.2
223,59882.53276,222.35,0.54,107.3,1.3,10.36,1170.3,5.4,347.8,34.9,1.112,0.014,80.19,1.1,0.4,0.4,99.8,1.3,-8.5,0.9
224,59882.5329,220.25,0.06,625.3,7.8,2.14,1311.1,3.2,333.8,23.5,1.336,0.017,96.37,14.7,0.2,0.2,81.4,0.6,-48.3,0.5
225,59882.53296,222.64,1.08,38.3,0.5,4.14,1010.9,37.4,253.1,61.7,0.159,0.002,11.44,17.9,2.8,3.3,73.2,7,3,5.6
226,59882.53299,221.41,0.38,1440.1,17.9,20.37,1142.2,9,594.4,130.7,29.33,0.365,2115.79,3.1,0,0,92.1,0.1,-0.6,0
227,59882.53299,220.75,0.12,44.5,0.6,4.59,962.9,44.5,175,47.3,0.204,0.003,14.72,-4.3,2.5,2.3,97.6,4.2,1,3
228,59882.53321,223.4,0.94,57.7,0.7,4.86,1485.7,17,231,28.6,0.281,0.003,20.24,-1.1,1.8,1.8,93.5,2.3,6.2,1.7
229,59882.53329,219.59,0.12,163.2,2,9.96,1265.1,5.1,504.7,203.8,1.626,0.02,117.31,0.5,0.2,0.2,99.8,0.8,3.6,0.6
230,59882.53329,223.26,1.32,84.7,1.1,4.56,1215.3,3.6,172.2,11.9,0.386,0.005,27.82,-0.7,0.7,0.7,103.2,2.3,1.2,1.6
231,59882.53329,223.79,0.18,65.2,0.8,3.34,1381.8,9.7,211.9,31.1,0.218,0.003,15.71,-1.3,1.8,1.7,94.7,3.7,4.2,2.7
232,59882.53329,219.51,0.36,728.4,9.1,2.61,1295.9,2.4,261.6,12.4,1.898,0.024,136.91,0.9,0.2,0.2,100.4,0.5,4.3,0.4
233,59882.53333,221.53,0.11,130.8,1.6,8.37,1061.8,6.8,281,17.2,1.095,0.014,79.02,-2.1,0.3,0.3,87.9,1,37.1,0.8
234,59882.53389,220.83,0.13,1495.4,18.6,1.73,1190.7,6.1,293.2,26.4,2.587,0.032,186.59,4.9,0.1,0.1,98,0.4,5.9,0.3
235,59882.53389,219.63,0.12,35.5,0.4,5.58,1006.3,3.7,86.2,5.6,0.198,0.002,14.31,-3.9,3.8,3.7,93.1,5,-7.1,3.7
236,59882.53459,221.81,0.71,91.9,1.1,3.83,1239.3,4.6,301,42.5,0.352,0.004,25.39,2.5,0.6,0.6,97.5,2.5,4.7,1.8
237,59882.53465,220.5,0.13,138.9,1.7,5.39,1041.4,4.9,209.5,10.4,0.749,0.009,54.03,0.5,0.4,0.4,95.5,1.2,-20.8,0.9
238,59882.53481,223.73,0.1,502.2,6.2,10.28,1289.9,3.3,440.7,60.3,5.161,0.064,372.3,5.5,0.1,0.1,97.9,0.2,1.5,0.2
239,59882.53505,221.92,0.5,48.8,0.6,11.86,1088.4,6.1,257.9,17.9,0.579,0.007,41.76,-4.7,0.8,0.7,101.8,2.8,5.8,2
240,59882.53507,221.3,1.77,30.9,0.4,1.87,1521.3,43.1,176.9,50.5,0.058,0.001,4.17,16.3,14.7,13.4,102.4,8.3,11.2,5.9
241,59882.5354,224.57,0.58,50.7,0.6,4.07,1412,5.9,232.1,17.4,0.206,0.003,14.89,0.3,2.3,2.3,94.7,3.4,-3,2.5
242,59882.5354,230,0.08,126.3,1.6,6.15,1148.4,3.1,237.3,11.4,0.777,0.01,56.02,1.1,0.4,0.4,98.6,1.3,-12.3,0.9
243,59882.5354,215.25,0.13,49,0.6,3.7,1029.3,10,191,19.5,0.181,0.002,13.05,-2.7,1.3,1.3,105.5,4.2,7.7,2.9
244,59882.5354,220.98,0.28,24.4,0.3,2.56,1044.3,12.1,135,29.9,0.062,0.001,4.5,-6.1,3.9,3.9,72.7,9.4,20.8,7.8
245,59882.5354,219.97,0.2,26.9,0.3,2.77,1011.3,6.9,96.4,12.3,0.075,0.001,5.38,1.7,10.4,9.8,93.3,13,-1.6,9.5
246,59882.53543,221.19,0.12,221.7,2.7,6.73,1052.9,6.2,296.8,14.7,1.491,0.018,107.56,1.9,0.3,0.3,99.3,0.8,-21.3,0.6
247,59882.53551,220.86,0.21,56.8,0.7,8.3,1010.2,6.8,168.4,10.9,0.471,0.006,33.99,1.3,1.1,1.1,97.4,2.6,-5.9,1.9
248,59882.53555,221.55,0.06,828.4,10.3,8.72,1335.2,17.4,383.6,77.3,7.227,0.09,521.36,9.7,0.1,0.1,94.3,0.2,-1.2,0.1
249,59882.53557,221.9,0.48,459.2,5.7,10.51,1263.5,2.1,367.8,32.2,4.827,0.06,348.18,-0.7,0.1,0.1,98.4,0.2,-16.3,0.2
250,59882.53571,225.44,0.59,171.4,2.1,4.18,1423.3,7.8,288.3,21.9,0.717,0.009,51.71,3.3,0.6,0.6,97.5,1.1,2.5,0.8
251,59882.53581,221.33,0.29,34.5,0.4,3.54,1035,11.3,168.6,23.6,0.122,0.002,8.81,1.9,3,3.1,98.6,7.9,13.6,5.7
252,59882.5362,219.55,0.13,148.1,1.8,7.36,1012.2,4.5,172.3,7.3,1.09,0.013,78.64,1.1,0.5,0.5,98.9,1.1,0.6,0.8
253,59882.53661,218.9,2.52,20.5,0.3,0.54,968.2,132,133,128.8,0.011,0,0.8,-30.5,67.9,40.3,87.7,30.1,22.1,23.2
254,59882.53685,220.61,3.06,19.3,0.2,1.58,1021.8,4.9,46.4,12.5,0.03,0,2.19,11.3,58,68.6,58.3,20.4,2.4,17.7
255,59882.53686,219.52,0.2,26.5,0.3,5.09,1022.7,3.9,89.6,8.3,0.135,0.002,9.74,-4.1,4.5,4.3,92.7,6.9,7.9,5.1
256,59882.53687,221.44,0.22,43.6,0.5,4,1067.3,4.6,141.2,12.6,0.174,0.002,12.56,3.1,2.1,2.1,94.2,5.4,-3.4,3.9
257,59882.53687,222.31,0.31,89,1.1,7.76,1024,6.7,195.1,12.2,0.69,0.009,49.79,-3.3,0.7,0.7,99.6,2.1,5.6,1.5
258,59882.53735,224.11,0.16,416.9,5.1,6.72,1271.6,2.5,365.5,37,2.802,0.035,202.14,1.1,0.1,0.1,101,0.4,-5.4,0.3
259,59882.53746,224.92,0.64,50.9,0.6,4.97,1316.4,5.6,271.2,27.4,0.253,0.003,18.26,-2.5,1.2,1.2,98.1,3.3,27.4,2.4
260,59882.53768,220.19,4.95,100.9,1.2,4.14,1473.6,8.3,177,15.3,0.418,0.005,30.14,-23.1,1.6,1.6,84.4,1.7,10.9,1.3
261,59882.53787,223.49,0.32,194.1,2.4,4.33,1408.9,4.5,256.5,13.6,0.84,0.01,60.56,-0.5,0.5,0.5,99.3,1,4.1,0.7
262,59882.53787,220.63,0.19,36.8,0.5,7.24,1040.7,8.9,206.3,19.2,0.267,0.003,19.25,-2.9,1.7,1.6,93.2,4.6,-2.6,3.4
263,59882.53789,216.68,3.29,21.1,0.3,0.81,1451.4,14.8,171.7,35.3,0.017,0,1.24,10.3,25.8,25.5,69.6,14.5,-12.1,12
264,59882.53789,221.53,5.19,57.5,0.7,3.65,1422.8,8.8,254.7,24.6,0.21,0.003,15.13,-0.3,1.9,1.8,96.2,3.4,-10.8,2.5
265,59882.53861,223.85,3.31,69.9,0.9,7.95,1237,5.2,409.6,107.2,0.556,0.007,40.12,-6.9,0.6,0.5,101.3,2,3.9,1.4
266,59882.53861,218.57,0.13,23.8,0.3,1.81,1092.6,8.8,154.8,26.2,0.043,0.001,3.1,-4.3,5.5,5.8,104.2,16.4,16,11.5
267,59882.53861,219.57,0.12,144.9,1.8,7.82,1002.4,4.8,150.9,6.7,1.134,0.014,81.78,-3.1,0.6,0.6,99.1,1.1,-9.2,0.8
268,59882.53864,220.72,1.26,49.4,0.6,2.91,1446.1,7.4,191.9,18,0.144,0.002,10.38,-5.1,3.6,3.7,99.5,4.6,9.8,3.2
269,59882.53872,220.83,0.13,68.7,0.8,5.86,1083.5,3.5,180.2,10.1,0.403,0.005,29.06,3.9,0.7,0.9,104.3,2.8,11.4,2
270,59882.53885,221.43,0.29,24.7,0.3,2.04,1044.2,7.1,79,18.2,0.051,0.001,3.65,15.7,18.6,15.3,49.8,13,-9,11.7
271,59882.53924,221.8,0.25,146.9,1.8,7.99,1142,4.1,256.1,15.8,1.174,0.014,84.7,-0.3,0.3,0.3,98.8,1.1,3,0.8
272,59882.53951,222.3,0.63,376.5,4.6,9.04,1287.8,2.7,375.5,36,3.405,0.042,245.62,-0.1,0.1,0.1,99.3,0.3,-3.7,0.2
273,59882.53952,224.16,1.49,294.5,3.6,4.21,1388.9,2.6,248.5,8.9,1.24,0.015,89.42,0.1,0.3,0.3,98.8,0.6,-0.2,0.4
274,59882.53957,226.37,1.57,87.8,1.1,5.86,1096,2.7,176.9,8,0.515,0.006,37.14,-0.7,0.8,0.7,99.2,2.4,-4,1.7
275,59882.53967,222.48,0.21,135.9,1.7,11.96,1384.8,4.7,259.2,16.3,1.626,0.02,117.28,-0.5,0.3,0.3,97.8,0.7,1,0.5
276,59882.5397,219.93,0.14,35.9,0.4,3.66,1007.8,10.5,134.8,16.5,0.132,0.002,9.49,-1.9,3.7,3.6,104.8,6.8,4.3,4.7
277,59882.53986,228.42,0.54,99.1,1.2,7.25,1095.5,4,226,12.4,0.718,0.009,51.81,0.7,0.6,0.6,95.5,1.8,3.4,1.3
278,59882.53986,219.55,0.13,34.1,0.4,3.35,1009.5,4.4,77.2,7.2,0.114,0.001,8.23,-5.3,6.7,7,77.2,7.3,-5.2,5.8
279,59882.54001,222.12,0.67,49.2,0.6,10.21,1293.9,12.4,922.1,1861.4,0.502,0.006,36.23,2.7,0.8,0.9,91.3,2.7,12.1,2
280,59882.54012,220,0.18,46.6,0.6,2.93,1062.1,3.5,132.2,9.8,0.137,0.002,9.85,1.9,2.3,2.2,94.5,5.7,4.5,4.2
281,59882.54044,225.04,1.12,40.3,0.5,5.09,1068.7,6,174,16.6,0.205,0.003,14.81,0.3,2.1,1.9,89.8,5,5.1,3.7
282,59882.54074,222.71,0.31,179.8,2.2,3.35,1426.8,4.8,271.1,13.1,0.602,0.007,43.45,1.5,0.6,0.6,97.1,1,-6,0.7
283,59882.54074,222.09,0.31,2484.6,30.5,0.63,1109.3,3.4,269.7,11.6,1.557,0.019,112.33,-12.5,0.1,0.1,77.2,0.3,28.6,0.2
284,59882.54074,216.79,0.04,32.6,0.4,1.38,1112.5,23.6,231.7,75.6,0.045,0.001,3.23,-5.9,11.4,11.8,76.6,11.5,65.8,10.9
285,59882.54076,221.5,0.34,67.2,0.8,7.15,1132.4,3.7,220.6,12.4,0.48,0.006,34.65,-3.5,1,0.9,97.8,2.7,5,2
286,59882.54187,223.35,0.27,296,3.6,5.17,1382.3,10.6,510.1,82.9,1.529,0.019,110.3,-0.1,0.3,0.3,99.1,0.7,2.6,0.5
287,59882.54214,222.52,0.7,28.5,0.3,2.9,1361.9,13.7,222.5,46.9,0.083,0.001,5.97,-9.5,7.5,7.9,91.2,7.9,10.6,5.9
288,59882.54219,220.64,0.15,78.5,1,6.7,1012.4,3.4,64.6,6.6,0.526,0.006,37.94,1.7,1.3,1.2,93.8,1.7,-1.4,1.2
289,59882.54219,220.7,0.09,606.1,7.4,9.49,1122.3,2.3,238.9,7.7,5.753,0.07,415.01,1.5,0.1,0.1,99.5,0.3,-7.5,0.2
290,59882.54228,223.17,6.74,325.1,4,7.1,1212.7,2.4,280.2,15.7,2.309,0.028,166.57,1.1,0.2,0.2,98.6,0.5,-8.9,0.4
291,59882.54262,224.15,0.24,144.1,1.8,5.08,1408.1,7.4,323.3,24.2,0.732,0.009,52.82,1.9,0.5,0.6,97,1.2,-1.9,0.8
292,59882.54293,219.08,0.09,294.5,3.6,10.57,1032.2,3.4,202.6,6.3,3.111,0.038,224.44,-0.5,0.2,0.2,99.9,0.5,13.4,0.4
293,59882.54297,220.13,0.09,337.8,4.1,4.65,1032,3,188.7,6,1.571,0.019,113.32,-0.9,0.3,0.3,99.3,0.8,4.5,0.6
294,59882.54417,220.79,0.25,41.7,0.5,3.88,1145,4.3,185.5,13.4,0.162,0.002,11.69,-6.7,1.8,1.5,102.2,5.4,2.3,3.8
295,59882.54424,225.1,0.62,128.1,1.6,4.12,1394.9,6.3,269.4,21.1,0.528,0.006,38.09,3.9,0.7,0.8,98.7,1.5,8.9,1.1
296,59882.54429,219.07,0.14,228.5,2.8,6.4,974.1,8.9,188.4,9.8,1.461,0.018,105.43,-1.3,0.4,0.4,100.3,0.8,-4.7,0.6
297,59882.54457,224.35,2.39,34.3,0.4,2.21,1342,14.5,238.9,54.7,0.076,0.001,5.47,-11.1,7.3,6.5,86,9.8,6.8,7.4
298,59882.54468,223.82,0.27,111,1.4,4.44,1300.1,3.7,238.1,17,0.493,0.006,35.56,-0.3,0.6,0.6,100.7,1.6,5.4,1.1
299,59882.54472,222.87,0.86,229.7,2.8,8.13,1403.6,11.4,411.1,49.6,1.868,0.023,134.79,-0.9,0.3,0.3,99.3,0.6,3.8,0.4
300,59882.54478,220.28,1.75,20.4,0.2,0.78,1024.8,15.4,90.2,35.1,0.016,0,1.15,-54.1,31.8,29.4,135.5,48.2,-37.2,30.6
301,59882.54484,220.82,0.14,46.9,0.6,2.91,996.6,15.8,182.9,22.9,0.137,0.002,9.86,2.9,3.9,3.6,97.2,6.9,-14,5
302,59882.54507,220.94,0.42,25.9,0.3,1.56,969,72.7,165.5,78.8,0.041,0,2.92,-25.1,20.4,18.6,95,19.2,7.1,14
303,59882.54577,221.24,0.31,97,1.2,4.28,1116.3,3.6,207.1,11.7,0.415,0.005,29.94,-1.7,0.8,0.8,98.2,2.8,2.3,2
304,59882.5458,220.94,0.19,92.3,1.1,2.31,1371.6,4.3,208.9,14,0.213,0.003,15.4,-2.1,1.4,1.5,96.9,3,6.3,2.2
305,59882.54601,223.31,1.19,22.1,0.3,0.52,1045.6,10.8,63.3,28.8,0.012,0,0.84,-37.1,31.2,22.6,57,36.7,-1.4,31.8
306,59882.54608,222.71,0.18,265.1,3.2,8.05,1055.8,3.2,227.1,7.5,2.135,0.026,154,0.3,0.2,0.2,100.9,0.6,2.6,0.4
307,59882.5461,223.93,2.91,422.4,5.1,6.72,1409.9,4.2,289.1,12.9,2.838,0.035,204.74,-1.1,0.3,0.3,92.9,0.4,-1.9,0.3
308,59882.54611,219.98,0.22,363.8,4.4,4.58,1212.6,2.7,305.2,20.4,1.667,0.02,120.23,-1.5,0.2,0.2,97.4,0.8,12.5,0.6
309,59882.54616,221.85,0.43,88,1.1,5.36,1321.6,6.6,316.3,40.9,0.471,0.006,34.01,-0.5,0.6,0.6,95.7,1.9,-0.1,1.4
310,59882.54625,221.93,0.51,24.4,0.3,0.77,1014.9,16.3,94.7,31,0.019,0,1.36,-26.9,29.6,30.6,139.4,52.3,-40.4,32.9
311,59882.54628,219.51,3.28,31.5,0.4,1.03,1035.6,8.4,102.6,21.2,0.032,0,2.34,3.3,13.5,15.8,57.8,13.4,10.8,11.7
312,59882.54655,223.28,0.59,395,4.8,5.45,1418.8,2.9,228.4,8.3,2.151,0.026,155.18,1.3,0.3,0.3,96.3,0.4,2.5,0.3
313,59882.54705,218.4,0.12,142.5,1.7,14.29,1053.9,5.6,250.8,13.3,2.037,0.025,146.91,0.9,0.3,0.3,100.2,0.9,3.6,0.7
314,59882.54712,220.35,0.17,35,0.4,1.52,1014.4,2,42.3,4.1,0.053,0.001,3.84,-46.3,15.9,12.2,102.1,13.8,2.4,9.7
315,59882.54729,221.96,0.25,43.2,0.5,2.61,1132.9,5.2,143.5,14.7,0.113,0.001,8.14,9.3,2.2,2.4,95.5,7.3,-11,5.3
316,59882.54732,219.69,0.16,751.3,9.1,2.31,1019,5.5,190.3,9.3,1.733,0.021,125.01,-1.3,0.4,0.4,100.7,0.9,-4.2,0.6
317,59882.54732,219.97,0.32,22,0.3,2.03,1005.8,13.8,83.7,21,0.045,0.001,3.22,-16.7,21.2,21.6,75.4,17.5,-21.7,14.3
318,59882.5474,220.18,0.11,61.8,0.8,5.34,1016.3,2.5,97.4,4.5,0.33,0.004,23.82,-3.5,1.8,1.8,99.2,2.5,0.8,1.8
319,59882.54746,221.71,0.63,24.6,0.3,2.37,1273.8,11.1,221.9,51.1,0.058,0.001,4.19,1.9,5.7,4.9,72.4,12,4.6,9.7
320,59882.54746,219.66,2.83,29,0.4,2.9,1150.6,15.1,141,43.1,0.084,0.001,6.07,0.9,4,4.5,77.7,11.4,-3.8,9
321,59882.54747,220.79,0.24,39.3,0.5,1.81,1038.1,16.3,180.3,35,0.071,0.001,5.13,-2.5,3.6,3.9,86.6,10.1,-8.9,7.7
322,59882.54762,221.81,2.03,19.9,0.2,0.79,1474.2,12.8,105.3,27.8,0.016,0,1.13,30.9,41.9,46.5,106,25.6,16,17.8
323,59882.54794,222.15,0.16,160.7,2,14.87,1107.2,4.9,306.1,17.8,2.389,0.029,172.34,0.1,0.2,0.2,97.3,0.6,19.1,0.4
324,59882.54823,223.02,1.23,38.9,0.5,3.56,1434.1,7.2,158,20.1,0.139,0.002,10,-1.3,3.9,3.7,91.6,5.6,6.5,4.1
325,59882.54844,220.04,0.1,250.2,3,3.41,1062.4,3.1,200,8,0.854,0.01,61.58,-0.1,0.4,0.4,98.5,1.1,4.7,0.8
326,59882.54864,221.43,4.3,26.5,0.3,1.76,1435.1,18.3,187.6,49.2,0.047,0.001,3.37,31.9,29.6,30.2,78.3,12,5.7,9.5
327,59882.54892,225.17,0.12,234.4,2.8,9.77,1257.3,8.3,571.3,332.3,2.291,0.028,165.26,-1.1,0.2,0.2,100.9,0.5,-3.5,0.4
328,59882.54897,220,0.16,27.6,0.3,2.16,1010.2,5,36.3,11.3,0.06,0.001,4.31,7.5,8.2,8.1,93,10.4,5.1,7.6
329,59882.54897,220.65,0.09,546.5,6.6,3.69,1094.1,2.1,206.4,6.4,2.017,0.024,145.5,1.5,0.2,0.2,99.8,0.4,-4.5,0.3
330,59882.54912,223.02,0.28,94.3,1.1,6.6,1442.4,8.6,252.3,20.8,0.623,0.008,44.94,-4.7,0.8,0.8,94.6,1.3,-13.5,1
331,59882.54947,220.58,0.17,160,1.9,4.36,1041.5,4.5,199.5,9.7,0.697,0.008,50.3,-0.5,0.5,0.6,97.2,1.5,8.2,1.1
